PlayerName,Player,Runs,Mins,BF,Fours,Sixes,SR,MB_Clust,Uncertainty,X,Y,Clust_KM,X_KM,Y_KM,Clust_PAM,X_PAM,Y_PAM,Clust_clara,X_Clara,Y_Clara
RP Lefebvre,24918,171,358,280,11,3,61,5,0.00116332889063442,1.23753415583159,0.87703063666147,3,1.23753415583159,0.87703063666147,1,1.23753415583159,0.87703063666147,1,1.23753415583159,0.87703063666147
E Schiferli,24943,158,278,212,18,5,74,5,0.132144335820614,1.11782453767344,0.230639261310875,3,1.11782453767344,0.230639261310875,1,1.11782453767344,0.230639261310875,1,1.11782453767344,0.230639261310875
J Smits,24952,169,438,360,10,0,46,5,0.00137082504320751,1.37289128050583,1.62642061851703,3,1.37289128050583,1.62642061851703,1,1.37289128050583,1.62642061851703,1,1.37289128050583,1.62642061851703
DLS van Bunge,24964,623,1087,936,56,15,66,3,0.00171551164535522,0.632625347231744,0.616901284521183,3,0.632625347231744,0.616901284521183,1,0.632625347231744,0.616901284521183,1,0.632625347231744,0.616901284521183
LP van Troost,24969,284,587,456,27,6,62,5,0.369648958709792,1.0687554891757,0.825826753664472,3,1.0687554891757,0.825826753664472,1,1.0687554891757,0.825826753664472,1,1.0687554891757,0.825826753664472
KJJ van Noortwijk,24974,322,568,428,26,6,75,2,0.00913490608661727,0.966208506955409,0.19457640708453,3,0.966208506955409,0.19457640708453,1,0.966208506955409,0.19457640708453,1,0.966208506955409,0.19457640708453
B Zuiderent,24990,1089,2250,1855,91,9,58,3,1.29031555967662e-05,0.271220860845913,1.11207582283264,3,0.271220860845913,1.11207582283264,1,0.271220860845913,1.11207582283264,1,0.271220860845913,1.11207582283264
AF Buurman,24996,140,186,179,15,0,78,2,0.364990880894496,1.17715474960295,0.0614626517391478,3,1.17715474960295,0.0614626517391478,1,1.17715474960295,0.0614626517391478,1,1.17715474960295,0.0614626517391478
TN de Grooth,25022,480,922,774,46,2,62,7,0.00104409365781377,0.930957918147881,0.873038519034504,3,0.930957918147881,0.873038519034504,1,0.930957918147881,0.873038519034504,1,0.930957918147881,0.873038519034504
MD Dai,25051,454,162,585,48,5,77,2,0.0969879408378927,0.911251805824944,0.101372601111402,3,0.911251805824944,0.101372601111402,1,0.911251805824944,0.101372601111402,1,0.911251805824944,0.101372601111402
A Vala,25056,373,258,596,32,2,62,7,0.0233342409248846,1.1085936583937,0.84685633517109,3,1.1085936583937,0.84685633517109,1,1.1085936583937,0.84685633517109,1,1.1085936583937,0.84685633517109
JAR Blain,25087,271,527,496,15,6,54,7,0.300090359344331,1.16514525336161,1.21234507795739,3,1.16514525336161,1.21234507795739,1,1.16514525336161,1.21234507795739,1,1.16514525336161,1.21234507795739
DR Lockhart,25098,218,438,341,11,1,63,5,0.000122483400509577,1.21480170975769,0.795955198913951,3,1.21480170975769,0.795955198913951,1,1.21480170975769,0.795955198913951,1,1.21480170975769,0.795955198913951
CJO Smith,25112,396,742,573,46,1,69,2,0.0136250035334124,0.964726047934129,0.525762334113858,3,0.964726047934129,0.525762334113858,1,0.964726047934129,0.525762334113858,1,0.964726047934129,0.525762334113858
DF Watts,25120,955,2062,1519,77,8,62,3,3.02416380330017e-05,0.396717935461914,0.903503487085084,3,0.396717935461914,0.903503487085084,1,0.396717935461914,0.903503487085084,1,0.396717935461914,0.903503487085084
CM Wright,25123,228,336,329,14,4,69,5,0.00260660914447686,1.13644397092864,0.484788353149227,3,1.13644397092864,0.484788353149227,1,1.13644397092864,0.484788353149227,1,1.13644397092864,0.484788353149227
RR Watson,25428,928,1557,1238,98,10,74,3,0.00470618872263429,0.349847498798237,0.286024917853008,3,0.349847498798237,0.286024917853008,1,0.349847498798237,0.286024917853008,1,0.349847498798237,0.286024917853008
NFI McCallum,25430,989,1637,1420,96,17,69,3,0.000911211461380179,0.252358071721755,0.497450866703655,3,0.252358071721755,0.497450866703655,1,0.252358071721755,0.497450866703655,1,0.252358071721755,0.497450866703655
MM Iqbal,25433,192,325,360,13,1,53,5,0.0151521654607477,1.30819679654534,1.276840728086,3,1.30819679654534,1.276840728086,1,1.30819679654534,1.276840728086,1,1.30819679654534,1.276840728086
KJ Coetzer,25446,1916,1359,2181,251,26,87,4,0.0395286204390002,-0.660853185973936,-0.385282692954104,3,-0.660853185973936,-0.385282692954104,1,-0.660853185973936,-0.385282692954104,1,-0.660853185973936,-0.385282692954104
RM Haq,25451,562,1016,916,66,2,61,7,0.00433073616037805,0.837326177076035,0.929583368121586,3,0.837326177076035,0.929583368121586,1,0.837326177076035,0.929583368121586,1,0.837326177076035,0.929583368121586
RD Berrington,25490,1593,1615,2224,110,27,71,3,0.061177914676845,-0.186641063157994,0.381169536000626,3,-0.186641063157994,0.381169536000626,1,-0.186641063157994,0.381169536000626,1,-0.186641063157994,0.381169536000626
Mazhar Hussain,25536,179,451,334,20,0,53,5,0.0158305602184048,1.29424313364606,1.28464739007487,3,1.29424313364606,1.28464739007487,1,1.29424313364606,1.28464739007487,1,1.29424313364606,1.28464739007487
Saleem Raza,25543,159,221,173,15,8,91,9,1.98816003890157e-05,0.966267989847907,-0.616424134728981,3,0.966267989847907,-0.616424134728981,1,0.966267989847907,-0.616424134728981,1,0.966267989847907,-0.616424134728981
JA Samarasekera,25544,124,286,215,8,0,57,5,0.005733332468004,1.34528796778313,1.08064717664492,3,1.34528796778313,1.08064717664492,1,1.34528796778313,1.08064717664492,1,1.34528796778313,1.08064717664492
Khurram Khan,25589,582,527,725,59,2,80,2,0.00226876691237443,0.797024393869701,-0.0118185618652796,3,0.797024393869701,-0.0118185618652796,1,0.797024393869701,-0.0118185618652796,1,0.797024393869701,-0.0118185618652796
Amjad Javed,25613,239,298,267,27,9,89,9,0.0133158927310367,0.897673234299131,-0.518314845883222,3,0.897673234299131,-0.518314845883222,1,0.897673234299131,-0.518314845883222,1,0.897673234299131,-0.518314845883222
CB Lambert,25635,407,438,540,45,7,75,2,0.00239222859735821,0.889789504246288,0.188980935416358,3,0.889789504246288,0.188980935416358,1,0.889789504246288,0.188980935416358,1,0.889789504246288,0.188980935416358
Mohammad Nabi,25913,2435,2238,2763,152,80,88,4,0.196770862420165,-1.44068079844126,-0.701047492834503,3,-1.44068079844126,-0.701047492834503,1,-1.44068079844126,-0.701047492834503,1,-1.44068079844126,-0.701047492834503
AB Agarkar,26184,1269,1977,1574,103,22,80,3,0.0106523443581786,-0.0480424058251653,-0.0488116695051622,3,-0.0480424058251653,-0.0488116695051622,1,-0.0480424058251653,-0.0488116695051622,1,-0.0480424058251653,-0.0488116695051622
M Amarnath,26225,1919,1092,3324,123,9,57,4,0.0115981723073451,-0.0677162555050042,1.19359372397722,3,-0.0677162555050042,1.19359372397722,1,-0.0677162555050042,1.19359372397722,1,-0.0677162555050042,1.19359372397722
PK Amre,26238,513,531,799,28,2,64,7,0.00788190996104898,0.999848655105597,0.761525853800138,3,0.999848655105597,0.761525853800138,1,0.999848655105597,0.761525853800138,1,0.999848655105597,0.761525853800138
J Arun Lal,26295,122,0,232,10,1,52,5,0.0645031571965063,1.40531445038645,1.3074304315946,3,1.40531445038645,1.3074304315946,1,1.40531445038645,1.3074304315946,1,1.40531445038645,1.3074304315946
KBJ Azad,26325,263,288,387,19,9,67,2,0.201092261266645,1.06827919366558,0.549474093233413,3,1.06827919366558,0.549474093233413,1,1.06827919366558,0.549474093233413,1,1.06827919366558,0.549474093233413
M Azharuddin,26329,9143,10983,12401,610,75,73,1,0,-6.64041989438998,0.758269219653624,3,-6.64041989438998,0.758269219653624,1,-6.64041989438998,0.758269219653624,1,-6.64041989438998,0.758269219653624
R Ashwin,26421,675,1192,775,59,6,87,2,0.00933106952782992,0.571604782885366,-0.357279456820069,3,0.571604782885366,-0.357279456820069,1,0.571604782885366,-0.357279456820069,1,0.571604782885366,-0.357279456820069
HK Badani,26802,867,1543,1180,68,10,73,3,0.00922867806710703,0.453880883774068,0.32403271940911,3,0.453880883774068,0.32403271940911,1,0.453880883774068,0.32403271940911,1,0.453880883774068,0.32403271940911
AC Bedade,26872,158,283,183,11,5,86,9,0.00509501071739904,1.04345733791827,-0.360333575314519,3,1.04345733791827,-0.360333575314519,1,1.04345733791827,-0.360333575314519,1,1.04345733791827,-0.360333575314519
RMH Binny,26948,621,693,1034,50,1,60,7,0.00332677746000776,0.907241554773197,0.973817965413404,3,0.907241554773197,0.973817965413404,1,0.907241554773197,0.973817965413404,1,0.907241554773197,0.973817965413404
STR Binny,27223,205,329,210,19,5,97,9,0.000216346454868455,0.915768311888725,-0.89179206350479,3,0.915768311888725,-0.89179206350479,1,0.915768311888725,-0.89179206350479,1,0.915768311888725,-0.89179206350479
SB Bangar,27225,180,293,239,14,3,75,5,0.0206274900835594,1.13361467935172,0.185883078552552,3,1.13361467935172,0.185883078552552,1,1.13361467935172,0.185883078552552,1,1.13361467935172,0.185883078552552
CPS Chauhan,27619,153,240,301,6,0,50,5,0.00438042464797117,1.39223536956614,1.41378148662378,3,1.39223536956614,1.41378148662378,1,1.39223536956614,1.41378148662378,1,1.39223536956614,1.41378148662378
RK Chauhan,27622,130,189,168,5,4,77,2,0.450308655440019,1.16378484637091,0.0750038035280663,3,1.16378484637091,0.0750038035280663,1,1.16378484637091,0.0750038035280663,1,1.16378484637091,0.0750038035280663
N Chopra,27641,301,436,473,15,5,63,5,0.082750254108384,1.11662169049796,0.768551747177545,3,1.11662169049796,0.768551747177545,1,1.11662169049796,0.768551747177545,1,1.11662169049796,0.768551747177545
V Dahiya,27978,216,180,267,18,3,80,5,0.0532346589868389,1.08749483436662,-0.0607867323652682,3,1.08749483436662,-0.0607867323652682,1,1.08749483436662,-0.0607867323652682,1,1.08749483436662,-0.0607867323652682
MS Dhoni,28081,9983,15393,11354,773,217,87,1,0,-9.50862805323819,-0.654177870494104,3,-9.50862805323819,-0.654177870494104,1,-9.50862805323819,-0.654177870494104,1,-9.50862805323819,-0.654177870494104
SS Dighe,28090,256,533,421,11,2,60,5,0.00363935691538531,1.19280427112535,0.929260508513984,3,1.19280427112535,0.929260508513984,1,1.19280427112535,0.929260508513984,1,1.19280427112535,0.929260508513984
R Dravid,28114,10578,19660,14836,919,41,71,1,0,-8.84426612433774,1.39559842723822,3,-8.84426612433774,1.39559842723822,1,-8.84426612433774,1.39559842723822,1,-8.84426612433774,1.39559842723822
S Dhawan,28235,4826,6366,5117,603,61,94,1,1.69816829054259e-06,-3.79920512825535,-0.640338061543496,3,-3.79920512825535,-0.640338061543496,1,-3.79920512825535,-0.640338061543496,1,-3.79920512825535,-0.640338061543496
AD Gaekwad,28754,257,140,489,15,0,52,7,0.000104192924653024,1.31470661845754,1.31846459135186,3,1.31470661845754,1.31846459135186,1,1.31470661845754,1.31846459135186,1,1.31470661845754,1.31846459135186
G Gambhir,28763,5052,8645,5913,543,16,85,1,0.000160733133252711,-3.52542360518297,0.143619359895014,3,-3.52542360518297,0.143619359895014,1,-3.52542360518297,0.143619359895014,1,-3.52542360518297,0.143619359895014
SC Ganguly,28779,11293,21031,15251,1118,189,74,1,0,-11.5867216558448,0.460670616703569,3,-11.5867216558448,0.460670616703569,1,-11.5867216558448,0.460670616703569,1,-11.5867216558448,0.460670616703569
RS Gavaskar,28792,151,293,234,8,2,64,5,0.00151180067533507,1.25592897230078,0.717605351152406,3,1.25592897230078,0.717605351152406,1,1.25592897230078,0.717605351152406,1,1.25592897230078,0.717605351152406
SM Gavaskar,28794,3039,2768,4910,230,21,61,1,0.00012115000873747,-1.24316984489567,1.04337913128277,3,-1.24316984489567,1.04337913128277,1,-1.24316984489567,1.04337913128277,1,-1.24316984489567,1.04337913128277
Harbhajan Singh,29264,1210,1970,1507,89,35,80,6,0.0528160603109861,-0.149892174094896,-0.14103373543903,3,-0.149892174094896,-0.14103373543903,1,-0.149892174094896,-0.14103373543903,1,-0.149892174094896,-0.14103373543903
A Jadeja,29632,5289,9156,7561,362,85,69,1,6.1404479279048e-09,-4.23136183802989,0.584853429379146,3,-4.23136183802989,0.584853429379146,1,-4.23136183802989,0.584853429379146,1,-4.23136183802989,0.584853429379146
SB Joshi,29725,581,638,645,47,17,90,2,0.00031467069535851,0.559492527044823,-0.601219113298554,3,0.559492527044823,-0.601219113298554,1,0.559492527044823,-0.601219113298554,1,0.559492527044823,-0.601219113298554
M Kaif,29990,2748,4516,3814,227,9,72,4,0.0277751717217332,-1.16478481038057,0.575218626147052,3,-1.16478481038057,0.575218626147052,1,-1.16478481038057,0.575218626147052,1,-1.16478481038057,0.575218626147052
VG Kambli,30009,2476,3390,3438,187,20,72,4,0.0785562957249565,-0.92955108191523,0.462363352869225,3,-0.92955108191523,0.462363352869225,1,-0.92955108191523,0.462363352869225,1,-0.92955108191523,0.462363352869225
HH Kanitkar,30018,339,584,512,25,1,66,5,0.451282483636023,1.08471925002671,0.642813797711062,3,1.08471925002671,0.642813797711062,1,1.08471925002671,0.642813797711062,1,1.08471925002671,0.642813797711062
N Kapil Dev,30028,3759,2210,3946,288,67,95,1,0.0115197608032629,-2.13974538065323,-0.912665929855271,3,-2.13974538065323,-0.912665929855271,1,-2.13974538065323,-0.912665929855271,1,-2.13974538065323,-0.912665929855271
SS Karim,30042,362,776,560,27,2,64,2,0.109445665974502,1.04406853783086,0.741067378485268,3,1.04406853783086,0.741067378485268,1,1.04406853783086,0.741067378485268,1,1.04406853783086,0.741067378485268
KD Karthik,30045,1663,2628,2282,167,14,72,3,0.00439250823201542,-0.3288428929413,0.421365153933761,3,-0.3288428929413,0.421365153933761,1,-0.3288428929413,0.421365153933761,1,-0.3288428929413,0.421365153933761
M Kartik,30049,126,247,178,10,1,70,5,0.00491871614338402,1.23761142519219,0.423797174339442,3,1.23761142519219,0.423797174339442,1,1.23761142519219,0.423797174339442,1,1.23761142519219,0.423797174339442
SC Khanna,30077,169,84,245,16,2,68,5,0.00190260962607269,1.22870553597235,0.514018232914386,3,1.22870553597235,0.514018232914386,1,1.22870553597235,0.514018232914386,1,1.22870553597235,0.514018232914386
Z Khan,30102,792,1433,1078,69,24,73,3,0.116417058135316,0.328199098907684,0.221598171936044,3,0.328199098907684,0.221598171936044,1,0.328199098907684,0.221598171936044,1,0.328199098907684,0.221598171936044
AR Khurasiya,30112,149,280,188,14,2,79,2,0.558233132158619,1.13266694360372,-0.0168238073425617,3,1.13266694360372,-0.0168238073425617,1,1.13266694360372,-0.0168238073425617,1,1.13266694360372,-0.0168238073425617
SMH Kirmani,30116,373,310,616,24,0,60,7,0.0136493229204314,1.15996946825019,0.936277684929177,3,1.15996946825019,0.936277684929177,1,1.15996946825019,0.936277684929177,1,1.15996946825019,0.936277684929177
A Kumble,30176,935,1917,1524,57,6,61,3,7.15982318211239e-06,0.502176353353498,0.937940582957824,3,0.502176353353498,0.937940582957824,1,0.502176353353498,0.937940582957824,1,0.502176353353498,0.937940582957824
P Kumar,30732,290,439,329,25,7,88,9,0.370355134548709,0.896481342714825,-0.472705638487648,3,0.896481342714825,-0.472705638487648,1,0.896481342714825,-0.472705638487648,1,0.896481342714825,-0.472705638487648
R Lamba,30745,763,571,1130,61,9,67,3,1.83530125226206e-05,0.697256108479909,0.575502800329059,3,0.697256108479909,0.575502800329059,1,0.697256108479909,0.575502800329059,1,0.697256108479909,0.575502800329059
VVS Laxman,30750,2313,4817,3259,217,4,70,4,0.18855893930246,-0.914508664930578,0.678303871693006,3,-0.914508664930578,0.678303871693006,1,-0.914508664930578,0.678303871693006,1,-0.914508664930578,0.678303871693006
S Madan Lal,30873,392,226,636,24,3,61,7,0.00106058799621844,1.11905506568688,0.866140667084201,3,1.11905506568688,0.866140667084201,1,1.11905506568688,0.866140667084201,1,1.11905506568688,0.866140667084201
AO Malhotra,30912,457,285,645,29,1,70,3,0.508310141428962,1.03634615712874,0.444337053179659,3,1.03634615712874,0.444337053179659,1,1.03634615712874,0.444337053179659,1,1.03634615712874,0.444337053179659
SV Manjrekar,30934,1991,2638,3093,99,10,64,4,0.0114697174570179,-0.266626982216827,0.860661495909493,3,-0.266626982216827,0.860661495909493,1,-0.266626982216827,0.860661495909493,1,-0.266626982216827,0.860661495909493
JJ Martin,30954,158,329,331,15,0,47,5,0.000569277987828021,1.37830269954314,1.54938501372798,3,1.37830269954314,1.54938501372798,1,1.37830269954314,1.54938501372798,1,1.37830269954314,1.54938501372798
D Mongia,31034,1202,2381,1667,119,8,72,3,9.93762613541449e-05,0.0980270100651758,0.41377927313856,3,0.0980270100651758,0.41377927313856,1,0.0980270100651758,0.41377927313856,1,0.0980270100651758,0.41377927313856
NR Mongia,31036,1264,2347,1834,95,8,68,3,8.37004935128061e-05,0.148899033719164,0.612788583433688,3,0.148899033719164,0.612788583433688,1,0.148899033719164,0.612788583433688,1,0.148899033719164,0.612788583433688
KS More,31038,563,327,808,43,4,69,7,0.178587636708288,0.917675126028925,0.484259899919041,3,0.917675126028925,0.484259899919041,1,0.917675126028925,0.484259899919041,1,0.917675126028925,0.484259899919041
A Nehra,31820,141,338,246,12,3,57,5,0.00359261413658418,1.2854948498403,1.04033882521197,3,1.2854948498403,1.04033882521197,1,1.2854948498403,1.04033882521197,1,1.2854948498403,1.04033882521197
CS Pandit,32179,290,264,400,16,0,72,5,0.246504578966862,1.14495136341964,0.335246004956905,3,1.14495136341964,0.335246004956905,1,1.14495136341964,0.335246004956905,1,1.14495136341964,0.335246004956905
GAHM Parkar,32201,130,81,269,10,0,48,5,0.00168984891022961,1.43330671504371,1.48640021545381,3,1.43330671504371,1.48640021545381,1,1.43330671504371,1.48640021545381,1,1.43330671504371,1.48640021545381
BP Patel,32231,243,132,399,22,3,60,5,0.0337604548398691,1.21821321403264,0.895506697938718,3,1.21821321403264,0.895506697938718,1,1.21821321403264,0.895506697938718,1,1.21821321403264,0.895506697938718
PA Patel,32242,641,1233,855,67,7,74,2,0.0624509676879108,0.635376021321343,0.247036433652642,3,0.635376021321343,0.247036433652642,1,0.635376021321343,0.247036433652642,1,0.635376021321343,0.247036433652642
SM Patil,32283,930,561,1104,71,12,84,3,0.00551925073531978,0.470494966953566,-0.270566809031763,3,0.470494966953566,-0.270566809031763,1,0.470494966953566,-0.270566809031763,1,0.470494966953566,-0.270566809031763
M Prabhakar,32323,1855,2694,3075,157,0,60,4,0.00184997670750908,-0.220338866597126,1.10817874806978,3,-0.220338866597126,1.10817874806978,1,-0.220338866597126,1.10817874806978,1,-0.220338866597126,1.10817874806978
BKV Prasad,32345,217,410,364,7,5,59,5,0.00251168426935189,1.21003663031846,0.936760743375001,3,1.21003663031846,0.936760743375001,1,1.21003663031846,0.936760743375001,1,1.21003663031846,0.936760743375001
MSK Prasad,32346,131,198,225,11,0,58,5,0.00141027441325203,1.34230459128997,1.00247641171291,3,1.34230459128997,1.00247641171291,1,1.34230459128997,1.00247641171291,1,1.34230459128997,1.00247641171291
RR Powar,32391,163,353,260,12,2,62,5,0.00145016775913942,1.24894977832683,0.802619717529442,3,1.24894977832683,0.802619717529442,1,1.24894977832683,0.802619717529442,1,1.24894977832683,0.802619717529442
YK Pathan,32498,810,1003,713,62,43,113,6,3.13082892944294e-14,-0.0928677501659649,-1.86219700738056,3,-0.0928677501659649,-1.86219700738056,1,-0.0928677501659649,-1.86219700738056,1,-0.0928677501659649,-1.86219700738056
IK Pathan,32685,1523,2547,1900,142,36,80,3,0.195231623087644,-0.499446902842536,-0.124275706211827,3,-0.499446902842536,-0.124275706211827,1,-0.499446902842536,-0.124275706211827,1,-0.499446902842536,-0.124275706211827
WV Raman,33058,617,437,1109,47,5,55,7,0.0217066047868916,0.930744857361182,1.16378209504719,3,0.930744857361182,1.16378209504719,1,0.930744857361182,1.16378209504719,1,0.930744857361182,1.16378209504719
S Ramesh,33066,631,1192,1069,67,1,59,7,0.00578658822613676,0.801680593847722,1.01225602414402,3,0.801680593847722,1.01225602414402,1,0.801680593847722,1.01225602414402,1,0.801680593847722,1.01225602414402
V Rathour,33120,170,420,312,13,1,54,5,0.00569599211136618,1.30373929824876,1.19705711787803,3,1.30373929824876,1.19705711787803,1,1.30373929824876,1.19705711787803,1,1.30373929824876,1.19705711787803
AT Rayudu,33141,1423,1637,1785,119,23,79,3,0.00251827455799958,-0.109637095415692,-0.0327508005051226,3,-0.109637095415692,-0.0327508005051226,1,-0.109637095415692,-0.0327508005051226,1,-0.109637095415692,-0.0327508005051226
SK Raina,33335,5538,8204,5942,469,118,93,1,1.18909126989308e-09,-4.73148522468871,-0.860465258939458,3,-4.73148522468871,-0.860465258939458,1,-4.73148522468871,-0.860465258939458,1,-4.73148522468871,-0.860465258939458
AK Sharma,33943,424,299,469,26,9,90,2,0.000120669287690944,0.820836180160806,-0.590867497016196,3,0.820836180160806,-0.590867497016196,1,0.820836180160806,-0.590867497016196,1,0.820836180160806,-0.590867497016196
C Sharma,33949,443,276,488,31,4,90,2,9.82367241639803e-05,0.86695295240356,-0.561291374364373,3,0.86695295240356,-0.561291374364373,1,0.86695295240356,-0.561291374364373,1,0.86695295240356,-0.561291374364373
RJ Shastri,33975,3055,2553,5005,204,25,61,1,6.15338447196301e-07,-1.21963382113128,0.995812460317872,3,-1.21963382113128,0.995812460317872,1,-1.21963382113128,0.995812460317872,1,-1.21963382113128,0.995812460317872
NS Sidhu,34028,4410,5431,6316,335,44,69,1,7.9952630341884e-06,-2.7414735968584,0.647292873302802,3,-2.7414735968584,0.647292873302802,1,-2.7414735968584,0.647292873302802,1,-2.7414735968584,0.647292873302802
RR Singh,34059,2202,4054,2996,123,39,73,4,0.0496333532289015,-0.977625992047591,0.280920342333924,3,-0.977625992047591,0.280920342333924,1,-0.977625992047591,0.280920342333924,1,-0.977625992047591,0.280920342333924
RS Sodhi,34078,280,479,381,16,6,73,2,0.403607223095008,1.03928371647196,0.248894051444047,3,1.03928371647196,0.248894051444047,1,1.03928371647196,0.248894051444047,1,1.03928371647196,0.248894051444047
RG Sharma,34102,7416,10068,8347,649,202,88,1,0,-7.23188339767808,-0.93422532235014,3,-7.23188339767808,-0.93422532235014,1,-7.23188339767808,-0.93422532235014,1,-7.23188339767808,-0.93422532235014
K Srikkanth,34103,4073,2704,5661,403,41,71,1,2.99333451359018e-08,-2.319901715207,0.470602764770407,3,-2.319901715207,0.470602764770407,1,-2.319901715207,0.470602764770407,1,-2.319901715207,0.470602764770407
J Srinath,34105,883,1300,1108,62,17,79,2,0.0375513944740808,0.378539507737675,-0.0464752854520167,3,0.378539507737675,-0.0464752854520167,1,0.378539507737675,-0.0464752854520167,1,0.378539507737675,-0.0464752854520167
V Sehwag,35263,8074,10880,7743,1105,131,104,1,0,-7.69937341077604,-1.27316168136181,3,-7.69937341077604,-1.27316168136181,1,-7.69937341077604,-1.27316168136181,1,-7.69937341077604,-1.27316168136181
SR Tendulkar,35320,17908,27975,20771,1962,187,86,1,0,-16.9750961912788,0.387031445504867,3,-16.9750961912788,0.387031445504867,1,-16.9750961912788,0.387031445504867,1,-16.9750961912788,0.387031445504867
MK Tiwary,35565,283,487,381,24,3,74,5,0.169552622592886,1.04874279507203,0.212295773940009,3,1.04874279507203,0.212295773940009,1,1.04874279507203,0.212295773940009,1,1.04874279507203,0.212295773940009
RV Uthappa,35582,924,1443,1005,106,19,91,6,1.94235304291634e-05,0.144315938733842,-0.643330368191772,3,0.144315938733842,-0.643330368191772,1,0.144315938733842,-0.643330368191772,1,0.144315938733842,-0.643330368191772
DB Vengsarkar,35654,3281,2393,4933,218,21,66,1,7.76583246109297e-06,-1.2575408106782,0.767019354586776,3,-1.2575408106782,0.767019354586776,1,-1.2575408106782,0.767019354586776,1,-1.2575408106782,0.767019354586776
R Vijay Bharadwaj,35673,136,231,194,15,1,70,5,0.00535215758837693,1.2258253903462,0.401185520099234,3,1.2258253903462,0.401185520099234,1,1.2258253903462,0.401185520099234,1,1.2258253903462,0.401185520099234
GR Viswanath,35712,439,798,830,33,0,52,7,6.93358440662095e-08,1.08768588034899,1.32300660731899,3,1.08768588034899,1.32300660731899,1,1.08768588034899,1.32300660731899,1,1.08768588034899,1.32300660731899
Y Venugopal Rao,35805,218,388,363,16,3,60,5,0.000141510291480795,1.21039392917844,0.885439842353724,3,1.21039392917844,0.885439842353724,1,1.21039392917844,0.885439842353724,1,1.21039392917844,0.885439842353724
V Yadav,36069,118,36,116,7,2,101,9,0.00204034418703036,1.02857313787347,-1.11771104673017,3,1.02857313787347,-1.11771104673017,1,1.02857313787347,-1.11771104673017,1,1.02857313787347,-1.11771104673017
Yashpal Sharma,36075,883,780,1401,52,10,63,3,1.24609111713525e-05,0.639359729060971,0.758468975541986,3,0.639359729060971,0.758468975541986,1,0.639359729060971,0.758468975541986,1,0.639359729060971,0.758468975541986
Yuvraj Singh,36084,8624,12725,9829,900,154,87,1,0,-8.09640283600568,-0.462279207384649,3,-8.09640283600568,-0.462279207384649,1,-8.09640283600568,-0.462279207384649,1,-8.09640283600568,-0.462279207384649
NJ Astle,36185,6922,13577,9525,699,85,72,1,9.76996261670138e-15,-6.34015906025846,0.639806136988848,3,-6.34015906025846,0.639806136988848,1,-6.34015906025846,0.639806136988848,1,-6.34015906025846,0.639806136988848
AR Adams,36192,419,506,417,31,18,100,6,0.0388237348963455,0.600066043746553,-1.13348528374748,3,0.600066043746553,-1.13348528374748,1,0.600066043746553,-1.13348528374748,1,0.600066043746553,-1.13348528374748
MD Bell,36294,133,186,268,10,0,49,5,0.00245313206516995,1.4123291425282,1.42379075659419,3,1.4123291425282,1.42379075659419,1,1.4123291425282,1.42379075659419,1,1.4123291425282,1.42379075659419
TE Blain,36297,442,850,662,27,4,66,2,0.472012063830336,0.961143207274008,0.613641801832898,3,0.961143207274008,0.613641801832898,1,0.961143207274008,0.613641801832898,1,0.961143207274008,0.613641801832898
BR Blair,36299,167,363,245,12,1,68,5,0.00266755118652551,1.21553849306533,0.501202038275986,3,1.21553849306533,0.501202038275986,1,1.21553849306533,0.501202038275986,1,1.21553849306533,0.501202038275986
JG Bracewell,36306,499,860,702,36,3,71,2,0.130521190751332,0.89184337893401,0.380016400963724,3,0.89184337893401,0.380016400963724,1,0.89184337893401,0.380016400963724,1,0.89184337893401,0.380016400963724
MG Burgess,36314,336,542,515,19,2,65,5,0.24887257934442,1.10320675159236,0.658261254532418,3,1.10320675159236,0.658261254532418,1,1.10320675159236,0.658261254532418,1,1.10320675159236,0.658261254532418
SE Bond,36326,273,503,355,18,8,76,2,0.0257539913250381,0.989509798790121,0.082253056027628,3,0.989509798790121,0.082253056027628,1,0.989509798790121,0.082253056027628,1,0.989509798790121,0.082253056027628
GEF Barnett,36383,455,757,745,50,5,61,7,0.00215167549863504,0.93073179862827,0.851787659505146,3,0.93073179862827,0.851787659505146,1,0.93073179862827,0.851787659505146,1,0.93073179862827,0.851787659505146
NT Broom,36581,905,1108,1124,77,10,80,2,0.192721959945051,0.442285042898763,-0.0679501191367888,3,0.442285042898763,-0.0679501191367888,1,0.442285042898763,-0.0679501191367888,1,0.442285042898763,-0.0679501191367888
PW Borren,36592,1002,1204,1168,84,19,85,6,0.408225770426122,0.232250495804167,-0.356635205713327,3,0.232250495804167,-0.356635205713327,1,0.232250495804167,-0.356635205713327,1,0.232250495804167,-0.356635205713327
BL Cairns,36595,987,1009,941,70,41,104,6,4.81836792687318e-14,-0.0913553753001535,-1.41953862772974,3,-0.0913553753001535,-1.41953862772974,1,-0.0913553753001535,-1.41953862772974,1,-0.0913553753001535,-1.41953862772974
CL Cairns,36597,4911,7550,5821,345,153,84,1,6.22903284508425e-10,-4.55387966508484,-0.677202787987486,3,-4.55387966508484,-0.677202787987486,1,-4.55387966508484,-0.677202787987486,1,-4.55387966508484,-0.677202787987486
